Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-hl7.fhir.eu.mpd.json	22321	-	0	0	0	0	0	0	5	1825	0	0	0	0	0	0	0	0	0	0	121	135	0	0	0	7	0	1
fsh-generated/resources/Bundle-100A-multiitem-prescription-with-orchestration.json	9584	10	19	0	0	0	0	0	1	6428	0	0	0	0	0	0	0	0	0	0	35	1504	0	0	0	0	0	0
fsh-generated/resources/Bundle-200A-multiitem-prescription-without-orchestration.json	3832	10	13	0	1	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	21	36	0	0	0	0	0	0
fsh-generated/resources/Bundle-300A-multiitem-prescription-with-orchestration.json	11216	10	6	0	0	0	0	0	0	8730	0	0	0	0	0	0	0	0	0	0	48	47	0	0	0	0	0	0
fsh-generated/resources/ConceptMap-eD2FHIR-eu-mpd.json	6243	6	0	0	0	0	0	0	0	15899	0	0	0	0	0	0	0	1	0	0	26	381	0	0	0	1	0	0
fsh-generated/resources/ConceptMap-eP2FHIR-eu-mpd.json	10232	7	0	0	0	0	0	0	1	23040	0	0	0	0	0	0	0	0	0	0	34	65	0	0	0	1	0	0
fsh-generated/resources/ConceptMap-medProd2FHIR-eu-mpd.json	6102	7	0	0	0	0	0	0	0	16987	0	0	0	0	0	0	0	0	0	0	26	45	0	0	0	1	0	0
fsh-generated/resources/Medication-01A-Cefuroxime1500GenericExplicit.json	1361	6	0	0	0	0	0	0	0	1233	0	0	0	0	0	0	0	0	0	0	14	14	0	0	0	0	0	0
fsh-generated/resources/Medication-01B-Cefuroxime1500GenericConcept.json	417	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	15	11	0	0	0	0	0	0
fsh-generated/resources/Medication-01C-Cefuroxime1500Branded.json	2689	7	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	17	12	0	0	0	0	0	0
fsh-generated/resources/Medication-01D-Cefuroxime750Branded.json	2661	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	17	12	0	0	0	0	0	0
fsh-generated/resources/Medication-02A-ClotrimazoleCanifugCremolum.json	1765	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	16	15	0	0	0	0	0	1
fsh-generated/resources/Medication-02A1-CanifugCremolumCreamItem.json	1779	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	15	12	0	0	0	0	0	0
fsh-generated/resources/Medication-02A2-CanifugCremolumPessaryItem.json	1537	6	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	15	12	0	0	0	0	0	0
fsh-generated/resources/Medication-03B-VitaminBComplexBranded.json	4242	6	0	0	0	0	0	0	0	2396	0	0	0	0	0	0	0	0	0	0	27	13	0	0	1	0	0	0
fsh-generated/resources/Medication-04A-FirmagonBranded.json	4017	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	29	13	0	0	0	0	0	0
fsh-generated/resources/Medication-05A-Tilidin-Branded.json	3679	6	0	0	0	0	0	0	0	1206	0	0	0	0	0	0	0	0	0	0	29	12	0	0	0	0	0	0
fsh-generated/resources/MedicationDispense-300D-dispense-for-2-requests.json	853	6	0	0	1	0	0	0	0	2393	0	0	0	0	0	0	0	0	0	0	14	21	0	0	0	0	0	0
fsh-generated/resources/MedicationDispense-400D-dispense-1.json	945	6	0	0	0	0	0	0	0	1190	0	0	0	0	0	0	0	0	0	0	16	15	0	0	0	0	0	0
fsh-generated/resources/MedicationDispense-400D-dispense-2.json	933	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	18	15	0	0	0	0	0	0
fsh-generated/resources/MedicationDispense-400E-refused-dispense.json	844	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	14	13	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-100C-3-medication-prescription-request1.json	1821	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	25	14	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-100C-3-medication-prescription-request2.json	1759	6	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	25	14	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-100C-3-medication-prescription-request3.json	1761	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	24	15	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-200C-2-medication-prescription-request1.json	1810	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	16	13	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-200C-2-medication-prescription-request2.json	1764	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	25	15	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-300C-2-medication-prescription-request1.json	1717	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	25	14	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-300C-2-medication-prescription-request2.json	1683	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	25	14	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-400C-prescription-cefuroxime-singleline.json	3220	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	29	25	0	0	0	0	0	0
fsh-generated/resources/Organization-organization1.json	162	6	0	0	1	0	0	0	0	1210	0	0	0	0	0	0	0	0	0	0	18	13	0	0	0	0	0	0
fsh-generated/resources/Organization-organization2.json	153	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	10	0	0	0	0	0	0
fsh-generated/resources/Patient-patient1.json	364	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	11	0	0	0	0	0	0
fsh-generated/resources/Patient-patient2.json	365	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	11	0	0	0	0	0	0
fsh-generated/resources/Practitioner-practitioner1.json	219	5	0	0	0	0	0	0	0	1219	0	0	0	0	0	0	0	0	0	0	12	13	0	0	0	0	0	0
fsh-generated/resources/Practitioner-practitioner2.json	227	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	11	0	0	0	0	0	0
fsh-generated/resources/PractitionerRole-doctor1.json	478	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	15	0	0	0	0	0	0
fsh-generated/resources/PractitionerRole-pharmacist1.json	461	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	14	0	0	0	0	0	0
fsh-generated/resources/RequestGroup-100B-RequestOrchestration.json	604	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	14	19	0	0	0	0	0	0
fsh-generated/resources/RequestGroup-300B-RequestOrchestration.json	482	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	13	18	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-Dispensation.json	5844	6	0	12	1	0	0	1	0	1195	0	0	0	0	0	1	0	1	0	0	57	188	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-Medication-eu-mpd.json	9212	7	0	73	0	0	0	0	1	4399	0	0	1	0	0	0	0	0	0	0	186	511	0	0	0	9	0	2
fsh-generated/resources/StructureDefinition-MedicationDispense-eu-mpd.json	2982	6	0	148	0	0	0	0	0	25	0	0	0	0	0	0	0	1	0	0	169	298	1	0	0	5	0	0
fsh-generated/resources/StructureDefinition-MedicationRequest-eu-mpd.json	9099	7	0	66	0	0	0	0	0	1164	0	0	0	0	0	0	0	1	0	0	301	681	0	0	0	11	1	1
fsh-generated/resources/StructureDefinition-MedicinalProduct.json	7915	6	0	37	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	68	162	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-Prescription.json	14012	7	0	50	1	0	0	0	0	27	0	0	0	0	0	0	0	1	0	0	123	159	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-Subject.json	3609	5	0	37	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	60	64	0	0	0	1	0	0
